Epoch:0   Accuracy:13.47
Epoch:1   Accuracy:20.12
Epoch:2   Accuracy:25.11
Epoch:3   Accuracy:28.67
Epoch:4   Accuracy:31.57
Epoch:5   Accuracy:34.26
Epoch:6   Accuracy:37.80
Epoch:7   Accuracy:40.27
Epoch:8   Accuracy:43.02
Epoch:9   Accuracy:44.25
Epoch:10   Accuracy:46.48
Epoch:11   Accuracy:47.23
Epoch:12   Accuracy:49.34
Epoch:13   Accuracy:50.52
Epoch:14   Accuracy:50.75
Epoch:15   Accuracy:51.43
Epoch:16   Accuracy:51.03
Epoch:17   Accuracy:52.44
Epoch:18   Accuracy:54.32
Epoch:19   Accuracy:53.67
Epoch:20   Accuracy:53.48
Epoch:21   Accuracy:54.50
Epoch:22   Accuracy:53.91
Epoch:23   Accuracy:54.33
Epoch:24   Accuracy:55.03
Epoch:25   Accuracy:55.02
Epoch:26   Accuracy:53.30
Epoch:27   Accuracy:52.69
Epoch:28   Accuracy:52.78
Epoch:29   Accuracy:52.51
Epoch:30   Accuracy:56.32
Epoch:31   Accuracy:58.55
Epoch:32   Accuracy:58.68
Epoch:33   Accuracy:57.67
Epoch:34   Accuracy:58.37
Epoch:35   Accuracy:58.57
Epoch:36   Accuracy:58.73
Epoch:37   Accuracy:58.41
Epoch:38   Accuracy:58.51
Epoch:39   Accuracy:57.98
Epoch:40   Accuracy:59.05
Epoch:41   Accuracy:59.03
Epoch:42   Accuracy:58.04
Epoch:43   Accuracy:58.16
Epoch:44   Accuracy:58.74
Epoch:45   Accuracy:58.99
Epoch:46   Accuracy:59.52
Epoch:47   Accuracy:58.21
Epoch:48   Accuracy:59.80
Epoch:49   Accuracy:59.38
Epoch:50   Accuracy:60.09
Epoch:51   Accuracy:58.73
Epoch:52   Accuracy:57.87
Epoch:53   Accuracy:58.84
Epoch:54   Accuracy:58.94
Epoch:55   Accuracy:59.36
Epoch:56   Accuracy:59.53
Epoch:57   Accuracy:60.48
Epoch:58   Accuracy:59.69
Epoch:59   Accuracy:59.17
Epoch:60   Accuracy:59.38
Epoch:61   Accuracy:59.35
Epoch:62   Accuracy:58.83
Epoch:63   Accuracy:59.23
Epoch:64   Accuracy:60.44
Epoch:65   Accuracy:59.87
Epoch:66   Accuracy:58.58
Epoch:67   Accuracy:58.37
Epoch:68   Accuracy:59.35
Epoch:69   Accuracy:59.93
