Epoch:0   Accuracy:15.37
Epoch:1   Accuracy:25.21
Epoch:2   Accuracy:28.65
Epoch:3   Accuracy:30.61
Epoch:4   Accuracy:33.91
Epoch:5   Accuracy:34.91
Epoch:6   Accuracy:30.10
Epoch:7   Accuracy:34.57
Epoch:8   Accuracy:35.72
Epoch:9   Accuracy:39.17
Epoch:10   Accuracy:38.82
Epoch:11   Accuracy:40.07
Epoch:12   Accuracy:36.05
Epoch:13   Accuracy:39.48
Epoch:14   Accuracy:39.39
Epoch:15   Accuracy:41.48
Epoch:16   Accuracy:42.29
Epoch:17   Accuracy:40.13
Epoch:18   Accuracy:42.81
Epoch:19   Accuracy:41.38
Epoch:20   Accuracy:40.93
Epoch:21   Accuracy:39.41
Epoch:22   Accuracy:42.58
Epoch:23   Accuracy:41.17
Epoch:24   Accuracy:38.98
Epoch:25   Accuracy:39.83
Epoch:26   Accuracy:38.35
Epoch:27   Accuracy:41.79
Epoch:28   Accuracy:42.76
Epoch:29   Accuracy:37.39
Epoch:30   Accuracy:38.84
Epoch:31   Accuracy:38.92
Epoch:32   Accuracy:39.10
Epoch:33   Accuracy:36.46
Epoch:34   Accuracy:34.98
Epoch:35   Accuracy:39.22
Epoch:36   Accuracy:35.36
Epoch:37   Accuracy:37.26
Epoch:38   Accuracy:36.94
Epoch:39   Accuracy:37.09
Epoch:40   Accuracy:34.82
Epoch:41   Accuracy:37.78
Epoch:42   Accuracy:32.84
Epoch:43   Accuracy:33.43
Epoch:44   Accuracy:35.54
Epoch:45   Accuracy:32.75
Epoch:46   Accuracy:31.66
Epoch:47   Accuracy:32.09
Epoch:48   Accuracy:32.02
Epoch:49   Accuracy:30.64
Epoch:50   Accuracy:27.32
Epoch:51   Accuracy:28.11
Epoch:52   Accuracy:31.70
Epoch:53   Accuracy:28.22
Epoch:54   Accuracy:29.58
Epoch:55   Accuracy:28.09
Epoch:56   Accuracy:22.43
Epoch:57   Accuracy:23.91
Epoch:58   Accuracy:26.49
Epoch:59   Accuracy:27.64
Epoch:60   Accuracy:24.87
Epoch:61   Accuracy:23.78
Epoch:62   Accuracy:24.65
Epoch:63   Accuracy:26.33
Epoch:64   Accuracy:22.72
Epoch:65   Accuracy:20.91
Epoch:66   Accuracy:21.88
Epoch:67   Accuracy:23.30
Epoch:68   Accuracy:20.12
Epoch:69   Accuracy:22.07
Epoch:70   Accuracy:21.66
Epoch:71   Accuracy:20.22
Epoch:72   Accuracy:18.82
Epoch:73   Accuracy:19.84
Epoch:74   Accuracy:22.07
