Epoch:0   Accuracy:5.72
Epoch:1   Accuracy:7.74
Epoch:2   Accuracy:8.61
Epoch:3   Accuracy:10.13
Epoch:4   Accuracy:12.35
Epoch:5   Accuracy:11.64
Epoch:6   Accuracy:11.80
Epoch:7   Accuracy:12.15
Epoch:8   Accuracy:11.87
Epoch:9   Accuracy:11.45
Epoch:10   Accuracy:10.53
Epoch:11   Accuracy:11.02
Epoch:12   Accuracy:9.73
Epoch:13   Accuracy:9.63
Epoch:14   Accuracy:9.91
Epoch:15   Accuracy:9.26
Epoch:16   Accuracy:8.38
Epoch:17   Accuracy:9.21
Epoch:18   Accuracy:9.40
Epoch:19   Accuracy:8.11
Epoch:20   Accuracy:8.13
Epoch:21   Accuracy:8.59
Epoch:22   Accuracy:8.06
Epoch:23   Accuracy:7.27
Epoch:24   Accuracy:7.31
Epoch:25   Accuracy:7.22
Epoch:26   Accuracy:7.59
Epoch:27   Accuracy:7.88
Epoch:28   Accuracy:7.90
Epoch:29   Accuracy:7.78
Epoch:30   Accuracy:8.09
Epoch:31   Accuracy:8.30
Epoch:32   Accuracy:8.32
Epoch:33   Accuracy:8.28
Epoch:34   Accuracy:8.30
Epoch:35   Accuracy:8.47
Epoch:36   Accuracy:8.33
Epoch:37   Accuracy:8.60
Epoch:38   Accuracy:8.62
Epoch:39   Accuracy:8.98
Epoch:40   Accuracy:9.07
Epoch:41   Accuracy:8.57
Epoch:42   Accuracy:8.86
Epoch:43   Accuracy:8.89
Epoch:44   Accuracy:9.23
Epoch:45   Accuracy:9.04
Epoch:46   Accuracy:9.01
Epoch:47   Accuracy:8.62
Epoch:48   Accuracy:8.83
Epoch:49   Accuracy:8.94
