Epoch:0   Accuracy:4.48
Epoch:1   Accuracy:6.68
Epoch:2   Accuracy:8.82
Epoch:3   Accuracy:7.93
Epoch:4   Accuracy:10.00
Epoch:5   Accuracy:11.17
Epoch:6   Accuracy:10.88
Epoch:7   Accuracy:11.79
Epoch:8   Accuracy:13.16
Epoch:9   Accuracy:12.62
Epoch:10   Accuracy:13.98
Epoch:11   Accuracy:13.74
Epoch:12   Accuracy:15.22
Epoch:13   Accuracy:15.59
Epoch:14   Accuracy:15.89
Epoch:15   Accuracy:15.67
Epoch:16   Accuracy:17.55
Epoch:17   Accuracy:17.23
Epoch:18   Accuracy:17.68
Epoch:19   Accuracy:18.92
Epoch:20   Accuracy:18.56
Epoch:21   Accuracy:18.56
Epoch:22   Accuracy:18.88
Epoch:23   Accuracy:19.44
Epoch:24   Accuracy:18.90
Epoch:25   Accuracy:18.95
Epoch:26   Accuracy:19.57
Epoch:27   Accuracy:19.68
Epoch:28   Accuracy:19.38
Epoch:29   Accuracy:19.90
Epoch:30   Accuracy:19.52
Epoch:31   Accuracy:19.16
Epoch:32   Accuracy:18.40
Epoch:33   Accuracy:19.06
Epoch:34   Accuracy:17.66
Epoch:35   Accuracy:16.63
Epoch:36   Accuracy:16.96
Epoch:37   Accuracy:15.90
Epoch:38   Accuracy:14.75
Epoch:39   Accuracy:14.92
Epoch:40   Accuracy:14.20
Epoch:41   Accuracy:13.59
Epoch:42   Accuracy:13.93
Epoch:43   Accuracy:13.33
Epoch:44   Accuracy:12.43
Epoch:45   Accuracy:11.75
Epoch:46   Accuracy:10.88
Epoch:47   Accuracy:11.73
Epoch:48   Accuracy:11.34
Epoch:49   Accuracy:10.66
Epoch:50   Accuracy:10.20
Epoch:51   Accuracy:9.57
Epoch:52   Accuracy:9.57
Epoch:53   Accuracy:8.89
Epoch:54   Accuracy:9.86
Epoch:55   Accuracy:9.74
Epoch:56   Accuracy:8.74
Epoch:57   Accuracy:8.42
Epoch:58   Accuracy:9.19
Epoch:59   Accuracy:7.74
Epoch:60   Accuracy:7.96
Epoch:61   Accuracy:7.54
Epoch:62   Accuracy:8.31
Epoch:63   Accuracy:8.60
Epoch:64   Accuracy:8.10
Epoch:65   Accuracy:7.99
Epoch:66   Accuracy:7.52
Epoch:67   Accuracy:7.11
Epoch:68   Accuracy:7.69
Epoch:69   Accuracy:7.30
Epoch:70   Accuracy:6.92
Epoch:71   Accuracy:7.60
Epoch:72   Accuracy:7.61
Epoch:73   Accuracy:6.67
Epoch:74   Accuracy:7.30
Epoch:75   Accuracy:7.33
Epoch:76   Accuracy:6.61
Epoch:77   Accuracy:7.32
Epoch:78   Accuracy:7.26
Epoch:79   Accuracy:6.49
Epoch:80   Accuracy:6.92
Epoch:81   Accuracy:7.06
Epoch:82   Accuracy:6.46
Epoch:83   Accuracy:6.46
Epoch:84   Accuracy:7.50
Epoch:85   Accuracy:6.64
Epoch:86   Accuracy:6.94
Epoch:87   Accuracy:6.77
Epoch:88   Accuracy:7.17
Epoch:89   Accuracy:6.93
Epoch:90   Accuracy:6.04
Epoch:91   Accuracy:7.33
Epoch:92   Accuracy:7.25
Epoch:93   Accuracy:7.26
Epoch:94   Accuracy:6.36
Epoch:95   Accuracy:7.14
Epoch:96   Accuracy:6.90
Epoch:97   Accuracy:6.95
Epoch:98   Accuracy:7.27
Epoch:99   Accuracy:7.01
Epoch:100   Accuracy:6.51
Epoch:101   Accuracy:6.50
Epoch:102   Accuracy:7.28
Epoch:103   Accuracy:6.44
Epoch:104   Accuracy:6.62
Epoch:105   Accuracy:6.84
Epoch:106   Accuracy:6.67
Epoch:107   Accuracy:6.84
Epoch:108   Accuracy:7.33
Epoch:109   Accuracy:7.00
Epoch:110   Accuracy:6.78
Epoch:111   Accuracy:6.90
Epoch:112   Accuracy:6.75
Epoch:113   Accuracy:7.03
Epoch:114   Accuracy:7.03
Epoch:115   Accuracy:6.90
Epoch:116   Accuracy:6.73
Epoch:117   Accuracy:7.21
Epoch:118   Accuracy:6.19
Epoch:119   Accuracy:6.56
Epoch:120   Accuracy:6.94
Epoch:121   Accuracy:6.84
Epoch:122   Accuracy:6.23
Epoch:123   Accuracy:6.98
Epoch:124   Accuracy:6.34
Epoch:125   Accuracy:6.52
Epoch:126   Accuracy:6.69
Epoch:127   Accuracy:6.71
Epoch:128   Accuracy:6.59
Epoch:129   Accuracy:7.19
Epoch:130   Accuracy:7.08
Epoch:131   Accuracy:5.83
Epoch:132   Accuracy:6.50
Epoch:133   Accuracy:6.82
Epoch:134   Accuracy:6.79
Epoch:135   Accuracy:6.04
Epoch:136   Accuracy:7.16
Epoch:137   Accuracy:6.31
Epoch:138   Accuracy:6.90
Epoch:139   Accuracy:6.21
Epoch:140   Accuracy:7.09
Epoch:141   Accuracy:7.07
Epoch:142   Accuracy:6.65
Epoch:143   Accuracy:6.37
Epoch:144   Accuracy:7.02
Epoch:145   Accuracy:6.52
Epoch:146   Accuracy:6.57
Epoch:147   Accuracy:6.95
Epoch:148   Accuracy:6.88
Epoch:149   Accuracy:6.48
Epoch:150   Accuracy:8.27
Epoch:151   Accuracy:8.72
Epoch:152   Accuracy:8.69
Epoch:153   Accuracy:8.67
Epoch:154   Accuracy:8.93
Epoch:155   Accuracy:8.62
Epoch:156   Accuracy:8.52
Epoch:157   Accuracy:8.65
Epoch:158   Accuracy:8.70
Epoch:159   Accuracy:8.63
Epoch:160   Accuracy:8.76
