Epoch:0   Accuracy:13.40
Epoch:1   Accuracy:19.76
Epoch:2   Accuracy:25.30
Epoch:3   Accuracy:28.50
Epoch:4   Accuracy:32.19
Epoch:5   Accuracy:34.10
Epoch:6   Accuracy:37.01
Epoch:7   Accuracy:39.54
Epoch:8   Accuracy:42.50
Epoch:9   Accuracy:44.28
Epoch:10   Accuracy:46.45
Epoch:11   Accuracy:46.80
Epoch:12   Accuracy:49.84
Epoch:13   Accuracy:50.69
Epoch:14   Accuracy:50.22
Epoch:15   Accuracy:52.12
Epoch:16   Accuracy:51.01
Epoch:17   Accuracy:52.35
Epoch:18   Accuracy:53.74
Epoch:19   Accuracy:54.31
Epoch:20   Accuracy:54.48
Epoch:21   Accuracy:53.52
Epoch:22   Accuracy:54.15
Epoch:23   Accuracy:54.16
Epoch:24   Accuracy:54.82
Epoch:25   Accuracy:54.49
Epoch:26   Accuracy:53.58
Epoch:27   Accuracy:53.24
Epoch:28   Accuracy:53.62
Epoch:29   Accuracy:52.52
Epoch:30   Accuracy:57.31
Epoch:31   Accuracy:57.54
Epoch:32   Accuracy:58.22
Epoch:33   Accuracy:58.18
Epoch:34   Accuracy:58.31
Epoch:35   Accuracy:57.60
Epoch:36   Accuracy:58.79
Epoch:37   Accuracy:59.21
Epoch:38   Accuracy:59.27
Epoch:39   Accuracy:59.19
Epoch:40   Accuracy:59.87
Epoch:41   Accuracy:58.87
Epoch:42   Accuracy:60.08
Epoch:43   Accuracy:59.85
Epoch:44   Accuracy:59.49
Epoch:45   Accuracy:60.03
Epoch:46   Accuracy:59.76
Epoch:47   Accuracy:60.58
Epoch:48   Accuracy:60.27
Epoch:49   Accuracy:61.32
Epoch:50   Accuracy:60.40
Epoch:51   Accuracy:60.83
Epoch:52   Accuracy:61.05
Epoch:53   Accuracy:60.87
Epoch:54   Accuracy:61.32
Epoch:55   Accuracy:61.66
Epoch:56   Accuracy:61.40
Epoch:57   Accuracy:62.32
Epoch:58   Accuracy:60.70
Epoch:59   Accuracy:60.87
Epoch:60   Accuracy:62.12
Epoch:61   Accuracy:61.24
Epoch:62   Accuracy:61.48
Epoch:63   Accuracy:61.70
Epoch:64   Accuracy:62.39
Epoch:65   Accuracy:62.67
Epoch:66   Accuracy:62.35
Epoch:67   Accuracy:62.54
Epoch:68   Accuracy:62.38
Epoch:69   Accuracy:62.71
Epoch:70   Accuracy:62.48
Epoch:71   Accuracy:62.29
Epoch:72   Accuracy:63.08
Epoch:73   Accuracy:62.14
Epoch:74   Accuracy:62.34
Epoch:75   Accuracy:62.29
Epoch:76   Accuracy:63.22
Epoch:77   Accuracy:62.36
Epoch:78   Accuracy:62.03
Epoch:79   Accuracy:62.57
Epoch:80   Accuracy:62.39
Epoch:81   Accuracy:63.37
Epoch:82   Accuracy:63.31
Epoch:83   Accuracy:63.11
Epoch:84   Accuracy:63.35
Epoch:85   Accuracy:63.05
Epoch:86   Accuracy:63.61
Epoch:87   Accuracy:62.59
Epoch:88   Accuracy:62.07
Epoch:89   Accuracy:63.35
Epoch:90   Accuracy:63.28
Epoch:91   Accuracy:63.53
Epoch:92   Accuracy:63.97
Epoch:93   Accuracy:64.46
Epoch:94   Accuracy:64.08
Epoch:95   Accuracy:63.81
Epoch:96   Accuracy:63.83
Epoch:97   Accuracy:63.94
Epoch:98   Accuracy:64.23
Epoch:99   Accuracy:64.13
Epoch:100   Accuracy:63.04
Epoch:101   Accuracy:63.66
Epoch:102   Accuracy:64.55
Epoch:103   Accuracy:64.28
Epoch:104   Accuracy:64.13
Epoch:105   Accuracy:63.81
Epoch:106   Accuracy:64.88
Epoch:107   Accuracy:64.49
Epoch:108   Accuracy:64.63
Epoch:109   Accuracy:63.40
Epoch:110   Accuracy:64.44
Epoch:111   Accuracy:64.28
Epoch:112   Accuracy:63.87
Epoch:113   Accuracy:64.29
Epoch:114   Accuracy:64.87
Epoch:115   Accuracy:64.47
Epoch:116   Accuracy:64.94
Epoch:117   Accuracy:64.83
Epoch:118   Accuracy:64.89
