Epoch:0   Accuracy:19.29
Epoch:1   Accuracy:26.20
Epoch:2   Accuracy:11.06
Epoch:3   Accuracy:12.66
Epoch:4   Accuracy:12.86
Epoch:5   Accuracy:12.21
Epoch:6   Accuracy:12.98
Epoch:7   Accuracy:12.44
Epoch:8   Accuracy:12.81
Epoch:9   Accuracy:13.09
Epoch:10   Accuracy:13.01
Epoch:11   Accuracy:11.51
Epoch:12   Accuracy:12.29
Epoch:13   Accuracy:12.27
Epoch:14   Accuracy:12.74
Epoch:15   Accuracy:12.80
Epoch:16   Accuracy:12.26
Epoch:17   Accuracy:12.56
Epoch:18   Accuracy:13.02
Epoch:19   Accuracy:12.46
Epoch:20   Accuracy:12.78
Epoch:21   Accuracy:12.79
Epoch:22   Accuracy:12.64
Epoch:23   Accuracy:12.76
Epoch:24   Accuracy:13.10
