Epoch:0   Accuracy:47.22
Epoch:1   Accuracy:54.31
Epoch:2   Accuracy:60.30
Epoch:3   Accuracy:62.45
Epoch:4   Accuracy:61.06
Epoch:5   Accuracy:67.54
Epoch:6   Accuracy:72.11
Epoch:7   Accuracy:70.67
Epoch:8   Accuracy:74.42
Epoch:9   Accuracy:71.69
Epoch:10   Accuracy:73.56
Epoch:11   Accuracy:76.07
Epoch:12   Accuracy:70.16
Epoch:13   Accuracy:77.35
Epoch:14   Accuracy:78.09
Epoch:15   Accuracy:77.46
Epoch:16   Accuracy:77.55
Epoch:17   Accuracy:75.72
Epoch:18   Accuracy:77.23
Epoch:19   Accuracy:79.11
Epoch:20   Accuracy:78.50
Epoch:21   Accuracy:79.96
Epoch:22   Accuracy:80.55
Epoch:23   Accuracy:76.53
Epoch:24   Accuracy:79.37
Epoch:25   Accuracy:75.59
Epoch:26   Accuracy:79.56
Epoch:27   Accuracy:79.73
Epoch:28   Accuracy:79.28
Epoch:29   Accuracy:79.37
Epoch:30   Accuracy:79.62
Epoch:31   Accuracy:79.75
Epoch:32   Accuracy:77.11
Epoch:33   Accuracy:78.68
Epoch:34   Accuracy:80.06
Epoch:35   Accuracy:78.17
Epoch:36   Accuracy:77.69
Epoch:37   Accuracy:80.10
Epoch:38   Accuracy:77.76
Epoch:39   Accuracy:76.71
Epoch:40   Accuracy:77.11
Epoch:41   Accuracy:74.89
Epoch:42   Accuracy:71.65
Epoch:43   Accuracy:76.41
Epoch:44   Accuracy:75.44
Epoch:45   Accuracy:76.27
Epoch:46   Accuracy:74.63
Epoch:47   Accuracy:73.15
Epoch:48   Accuracy:73.43
Epoch:49   Accuracy:74.06
Epoch:50   Accuracy:73.25
Epoch:51   Accuracy:72.83
Epoch:52   Accuracy:74.11
Epoch:53   Accuracy:74.10
Epoch:54   Accuracy:69.62
Epoch:55   Accuracy:71.16
Epoch:56   Accuracy:70.79
Epoch:57   Accuracy:68.93
Epoch:58   Accuracy:70.61
Epoch:59   Accuracy:68.87
Epoch:60   Accuracy:70.91
Epoch:61   Accuracy:70.94
