Epoch:0   Accuracy:25.51
Epoch:1   Accuracy:34.02
Epoch:2   Accuracy:37.79
Epoch:3   Accuracy:38.73
Epoch:4   Accuracy:43.12
Epoch:5   Accuracy:33.87
Epoch:6   Accuracy:24.02
Epoch:7   Accuracy:25.50
Epoch:8   Accuracy:23.36
Epoch:9   Accuracy:20.79
Epoch:10   Accuracy:20.41
Epoch:11   Accuracy:23.03
Epoch:12   Accuracy:23.54
Epoch:13   Accuracy:22.66
Epoch:14   Accuracy:18.58
Epoch:15   Accuracy:18.37
Epoch:16   Accuracy:17.67
Epoch:17   Accuracy:18.03
Epoch:18   Accuracy:18.97
Epoch:19   Accuracy:17.10
Epoch:20   Accuracy:16.82
Epoch:21   Accuracy:17.46
Epoch:22   Accuracy:18.09
Epoch:23   Accuracy:13.53
Epoch:24   Accuracy:16.36
Epoch:25   Accuracy:16.58
Epoch:26   Accuracy:17.72
Epoch:27   Accuracy:18.26
Epoch:28   Accuracy:18.39
Epoch:29   Accuracy:18.47
