Epoch:0   Accuracy:50.88
Epoch:1   Accuracy:60.62
Epoch:2   Accuracy:67.41
Epoch:3   Accuracy:73.19
Epoch:4   Accuracy:73.73
Epoch:5   Accuracy:76.89
Epoch:6   Accuracy:77.45
Epoch:7   Accuracy:79.79
Epoch:8   Accuracy:81.83
Epoch:9   Accuracy:81.47
Epoch:10   Accuracy:81.64
Epoch:11   Accuracy:83.06
Epoch:12   Accuracy:82.75
Epoch:13   Accuracy:83.23
Epoch:14   Accuracy:83.62
Epoch:15   Accuracy:83.49
Epoch:16   Accuracy:83.73
Epoch:17   Accuracy:83.91
Epoch:18   Accuracy:83.12
Epoch:19   Accuracy:86.08
Epoch:20   Accuracy:84.37
Epoch:21   Accuracy:86.12
Epoch:22   Accuracy:85.41
Epoch:23   Accuracy:83.75
Epoch:24   Accuracy:83.77
Epoch:25   Accuracy:81.97
Epoch:26   Accuracy:85.41
Epoch:27   Accuracy:82.62
Epoch:28   Accuracy:84.46
Epoch:29   Accuracy:86.32
Epoch:30   Accuracy:84.78
Epoch:31   Accuracy:85.82
Epoch:32   Accuracy:84.26
Epoch:33   Accuracy:84.42
Epoch:34   Accuracy:82.91
Epoch:35   Accuracy:85.07
Epoch:36   Accuracy:84.46
Epoch:37   Accuracy:83.22
Epoch:38   Accuracy:83.54
Epoch:39   Accuracy:83.70
Epoch:40   Accuracy:84.13
Epoch:41   Accuracy:84.67
Epoch:42   Accuracy:84.44
Epoch:43   Accuracy:84.76
Epoch:44   Accuracy:82.52
Epoch:45   Accuracy:83.44
Epoch:46   Accuracy:83.86
Epoch:47   Accuracy:81.49
Epoch:48   Accuracy:81.17
Epoch:49   Accuracy:81.61
Epoch:50   Accuracy:81.25
Epoch:51   Accuracy:84.36
Epoch:52   Accuracy:82.63
Epoch:53   Accuracy:80.87
Epoch:54   Accuracy:82.20
Epoch:55   Accuracy:81.19
Epoch:56   Accuracy:81.53
Epoch:57   Accuracy:83.18
Epoch:58   Accuracy:83.20
Epoch:59   Accuracy:78.32
Epoch:60   Accuracy:81.69
Epoch:61   Accuracy:79.66
Epoch:62   Accuracy:82.39
Epoch:63   Accuracy:81.55
Epoch:64   Accuracy:82.36
Epoch:65   Accuracy:80.03
Epoch:66   Accuracy:78.18
Epoch:67   Accuracy:82.04
Epoch:68   Accuracy:78.92
Epoch:69   Accuracy:81.24
Epoch:70   Accuracy:78.88
Epoch:71   Accuracy:79.56
Epoch:72   Accuracy:77.34
Epoch:73   Accuracy:80.57
Epoch:74   Accuracy:78.90
Epoch:75   Accuracy:80.29
Epoch:76   Accuracy:80.54
Epoch:77   Accuracy:79.95
Epoch:78   Accuracy:78.34
Epoch:79   Accuracy:80.24
Epoch:80   Accuracy:74.63
Epoch:81   Accuracy:79.65
Epoch:82   Accuracy:80.30
Epoch:83   Accuracy:78.79
Epoch:84   Accuracy:77.98
Epoch:85   Accuracy:79.07
Epoch:86   Accuracy:77.74
Epoch:87   Accuracy:76.26
Epoch:88   Accuracy:78.28
Epoch:89   Accuracy:78.35
Epoch:90   Accuracy:78.10
Epoch:91   Accuracy:73.78
Epoch:92   Accuracy:75.71
Epoch:93   Accuracy:78.72
Epoch:94   Accuracy:72.47
Epoch:95   Accuracy:78.07
Epoch:96   Accuracy:79.07
Epoch:97   Accuracy:76.14
Epoch:98   Accuracy:77.20
Epoch:99   Accuracy:75.17
Epoch:100   Accuracy:78.94
Epoch:101   Accuracy:77.81
Epoch:102   Accuracy:77.59
Epoch:103   Accuracy:76.17
Epoch:104   Accuracy:77.14
Epoch:105   Accuracy:75.13
Epoch:106   Accuracy:74.84
Epoch:107   Accuracy:75.68
Epoch:108   Accuracy:74.63
Epoch:109   Accuracy:73.17
Epoch:110   Accuracy:75.77
Epoch:111   Accuracy:70.19
Epoch:112   Accuracy:74.67
Epoch:113   Accuracy:78.99
Epoch:114   Accuracy:75.79
Epoch:115   Accuracy:75.74
Epoch:116   Accuracy:76.17
Epoch:117   Accuracy:75.22
Epoch:118   Accuracy:74.70
Epoch:119   Accuracy:72.82
Epoch:120   Accuracy:72.21
Epoch:121   Accuracy:75.03
Epoch:122   Accuracy:77.17
Epoch:123   Accuracy:74.99
Epoch:124   Accuracy:78.55
Epoch:125   Accuracy:75.25
Epoch:126   Accuracy:78.43
Epoch:127   Accuracy:75.51
Epoch:128   Accuracy:74.69
Epoch:129   Accuracy:74.82
Epoch:130   Accuracy:68.97
Epoch:131   Accuracy:71.94
Epoch:132   Accuracy:75.93
Epoch:133   Accuracy:76.49
Epoch:134   Accuracy:74.78
Epoch:135   Accuracy:72.77
Epoch:136   Accuracy:74.87
Epoch:137   Accuracy:77.34
Epoch:138   Accuracy:76.42
Epoch:139   Accuracy:74.57
Epoch:140   Accuracy:76.05
Epoch:141   Accuracy:74.41
Epoch:142   Accuracy:73.90
Epoch:143   Accuracy:76.61
Epoch:144   Accuracy:74.45
Epoch:145   Accuracy:77.16
Epoch:146   Accuracy:77.46
Epoch:147   Accuracy:78.60
Epoch:148   Accuracy:73.41
Epoch:149   Accuracy:76.42
Epoch:150   Accuracy:81.75
Epoch:151   Accuracy:81.28
Epoch:152   Accuracy:81.87
Epoch:153   Accuracy:82.23
Epoch:154   Accuracy:81.73
Epoch:155   Accuracy:82.13
Epoch:156   Accuracy:82.30
Epoch:157   Accuracy:82.34
Epoch:158   Accuracy:82.23
Epoch:159   Accuracy:81.56
Epoch:160   Accuracy:82.17
Epoch:161   Accuracy:82.19
Epoch:162   Accuracy:81.90
Epoch:163   Accuracy:82.58
Epoch:164   Accuracy:81.76
Epoch:165   Accuracy:82.48
Epoch:166   Accuracy:82.57
Epoch:167   Accuracy:82.69
Epoch:168   Accuracy:81.93
Epoch:169   Accuracy:82.58
Epoch:170   Accuracy:82.40
Epoch:171   Accuracy:82.96
Epoch:172   Accuracy:83.01
Epoch:173   Accuracy:82.67
Epoch:174   Accuracy:82.72
Epoch:175   Accuracy:82.35
Epoch:176   Accuracy:83.03
