Epoch:0   Accuracy:6.42
Epoch:1   Accuracy:8.02
Epoch:2   Accuracy:10.75
Epoch:3   Accuracy:11.83
Epoch:4   Accuracy:12.54
Epoch:5   Accuracy:14.04
Epoch:6   Accuracy:15.47
Epoch:7   Accuracy:16.38
Epoch:8   Accuracy:17.39
Epoch:9   Accuracy:18.45
Epoch:10   Accuracy:19.14
Epoch:11   Accuracy:19.71
Epoch:12   Accuracy:20.27
Epoch:13   Accuracy:20.49
Epoch:14   Accuracy:22.07
Epoch:15   Accuracy:22.38
Epoch:16   Accuracy:22.45
Epoch:17   Accuracy:23.34
Epoch:18   Accuracy:23.99
Epoch:19   Accuracy:24.86
Epoch:20   Accuracy:25.12
Epoch:21   Accuracy:25.39
Epoch:22   Accuracy:25.79
Epoch:23   Accuracy:26.48
Epoch:24   Accuracy:27.00
Epoch:25   Accuracy:27.66
Epoch:26   Accuracy:26.09
Epoch:27   Accuracy:26.29
Epoch:28   Accuracy:27.25
Epoch:29   Accuracy:27.48
Epoch:30   Accuracy:28.58
Epoch:31   Accuracy:29.52
Epoch:32   Accuracy:30.09
Epoch:33   Accuracy:29.32
Epoch:34   Accuracy:29.01
Epoch:35   Accuracy:28.78
Epoch:36   Accuracy:30.04
Epoch:37   Accuracy:28.98
Epoch:38   Accuracy:29.21
Epoch:39   Accuracy:28.83
Epoch:40   Accuracy:29.28
Epoch:41   Accuracy:29.42
Epoch:42   Accuracy:29.83
Epoch:43   Accuracy:29.62
Epoch:44   Accuracy:29.20
Epoch:45   Accuracy:29.87
Epoch:46   Accuracy:30.51
Epoch:47   Accuracy:30.06
Epoch:48   Accuracy:31.01
Epoch:49   Accuracy:30.48
Epoch:50   Accuracy:29.92
Epoch:51   Accuracy:30.79
Epoch:52   Accuracy:29.09
Epoch:53   Accuracy:30.56
Epoch:54   Accuracy:30.90
Epoch:55   Accuracy:30.04
Epoch:56   Accuracy:31.22
Epoch:57   Accuracy:31.73
Epoch:58   Accuracy:31.27
Epoch:59   Accuracy:31.48
Epoch:60   Accuracy:32.05
Epoch:61   Accuracy:32.34
Epoch:62   Accuracy:31.70
Epoch:63   Accuracy:31.81
Epoch:64   Accuracy:31.50
Epoch:65   Accuracy:32.93
Epoch:66   Accuracy:32.74
Epoch:67   Accuracy:32.20
Epoch:68   Accuracy:32.78
Epoch:69   Accuracy:33.40
Epoch:70   Accuracy:31.54
Epoch:71   Accuracy:31.79
Epoch:72   Accuracy:32.44
Epoch:73   Accuracy:31.99
Epoch:74   Accuracy:32.45
Epoch:75   Accuracy:30.34
Epoch:76   Accuracy:31.94
Epoch:77   Accuracy:33.17
Epoch:78   Accuracy:33.80
Epoch:79   Accuracy:34.79
Epoch:80   Accuracy:34.90
Epoch:81   Accuracy:33.88
