Epoch:0   Accuracy:12.40
Epoch:1   Accuracy:18.30
Epoch:2   Accuracy:19.29
Epoch:3   Accuracy:21.60
Epoch:4   Accuracy:27.48
Epoch:5   Accuracy:31.01
Epoch:6   Accuracy:33.67
Epoch:7   Accuracy:37.51
Epoch:8   Accuracy:38.38
Epoch:9   Accuracy:38.37
Epoch:10   Accuracy:40.80
Epoch:11   Accuracy:44.96
Epoch:12   Accuracy:46.86
Epoch:13   Accuracy:46.91
Epoch:14   Accuracy:46.16
Epoch:15   Accuracy:46.32
Epoch:16   Accuracy:46.21
Epoch:17   Accuracy:45.45
Epoch:18   Accuracy:45.58
Epoch:19   Accuracy:45.30
Epoch:20   Accuracy:45.16
Epoch:21   Accuracy:45.18
Epoch:22   Accuracy:45.59
Epoch:23   Accuracy:44.86
Epoch:24   Accuracy:43.85
Epoch:25   Accuracy:44.15
Epoch:26   Accuracy:43.30
Epoch:27   Accuracy:43.51
Epoch:28   Accuracy:43.76
Epoch:29   Accuracy:43.92
Epoch:30   Accuracy:42.91
Epoch:31   Accuracy:41.97
Epoch:32   Accuracy:41.47
Epoch:33   Accuracy:41.46
Epoch:34   Accuracy:40.49
Epoch:35   Accuracy:40.50
Epoch:36   Accuracy:39.48
Epoch:37   Accuracy:39.58
Epoch:38   Accuracy:38.50
Epoch:39   Accuracy:36.74
Epoch:40   Accuracy:34.59
Epoch:41   Accuracy:36.65
Epoch:42   Accuracy:36.28
Epoch:43   Accuracy:33.84
Epoch:44   Accuracy:33.79
Epoch:45   Accuracy:32.65
Epoch:46   Accuracy:29.57
Epoch:47   Accuracy:29.09
Epoch:48   Accuracy:28.78
Epoch:49   Accuracy:28.54
Epoch:50   Accuracy:29.79
Epoch:51   Accuracy:26.95
Epoch:52   Accuracy:26.63
Epoch:53   Accuracy:26.53
Epoch:54   Accuracy:26.23
Epoch:55   Accuracy:24.87
Epoch:56   Accuracy:24.04
Epoch:57   Accuracy:20.22
Epoch:58   Accuracy:20.28
Epoch:59   Accuracy:19.26
Epoch:60   Accuracy:17.50
Epoch:61   Accuracy:15.15
Epoch:62   Accuracy:16.17
Epoch:63   Accuracy:15.21
Epoch:64   Accuracy:14.59
Epoch:65   Accuracy:13.36
Epoch:66   Accuracy:13.17
Epoch:67   Accuracy:11.75
Epoch:68   Accuracy:12.70
Epoch:69   Accuracy:6.58
Epoch:70   Accuracy:4.72
Epoch:71   Accuracy:4.01
Epoch:72   Accuracy:4.00
Epoch:73   Accuracy:3.67
Epoch:74   Accuracy:3.38
Epoch:75   Accuracy:3.64
Epoch:76   Accuracy:3.79
Epoch:77   Accuracy:2.94
Epoch:78   Accuracy:3.53
Epoch:79   Accuracy:3.50
Epoch:80   Accuracy:3.78
Epoch:81   Accuracy:3.53
Epoch:82   Accuracy:3.59
Epoch:83   Accuracy:3.71
Epoch:84   Accuracy:3.85
Epoch:85   Accuracy:3.02
Epoch:86   Accuracy:3.44
Epoch:87   Accuracy:3.48
Epoch:88   Accuracy:2.77
Epoch:89   Accuracy:2.98
Epoch:90   Accuracy:3.05
Epoch:91   Accuracy:2.74
Epoch:92   Accuracy:3.35
Epoch:93   Accuracy:3.45
Epoch:94   Accuracy:3.20
Epoch:95   Accuracy:3.02
Epoch:96   Accuracy:3.03
Epoch:97   Accuracy:2.77
Epoch:98   Accuracy:3.44
Epoch:99   Accuracy:3.50
Epoch:100   Accuracy:3.69
Epoch:101   Accuracy:3.88
Epoch:102   Accuracy:3.71
Epoch:103   Accuracy:3.62
Epoch:104   Accuracy:3.64
Epoch:105   Accuracy:3.42
Epoch:106   Accuracy:3.99
Epoch:107   Accuracy:3.67
Epoch:108   Accuracy:3.94
Epoch:109   Accuracy:3.68
Epoch:110   Accuracy:4.14
Epoch:111   Accuracy:4.39
Epoch:112   Accuracy:4.10
Epoch:113   Accuracy:4.10
Epoch:114   Accuracy:3.97
Epoch:115   Accuracy:3.65
Epoch:116   Accuracy:3.66
Epoch:117   Accuracy:3.89
Epoch:118   Accuracy:3.82
Epoch:119   Accuracy:3.92
Epoch:120   Accuracy:3.86
Epoch:121   Accuracy:4.21
Epoch:122   Accuracy:4.15
Epoch:123   Accuracy:3.81
Epoch:124   Accuracy:4.07
Epoch:125   Accuracy:4.30
Epoch:126   Accuracy:4.07
Epoch:127   Accuracy:3.84
Epoch:128   Accuracy:3.81
Epoch:129   Accuracy:4.05
Epoch:130   Accuracy:4.06
Epoch:131   Accuracy:4.18
Epoch:132   Accuracy:3.93
Epoch:133   Accuracy:4.03
Epoch:134   Accuracy:3.76
Epoch:135   Accuracy:4.01
Epoch:136   Accuracy:4.06
Epoch:137   Accuracy:4.27
Epoch:138   Accuracy:4.17
Epoch:139   Accuracy:4.09
Epoch:140   Accuracy:4.36
Epoch:141   Accuracy:4.45
Epoch:142   Accuracy:4.62
Epoch:143   Accuracy:4.80
Epoch:144   Accuracy:4.75
Epoch:145   Accuracy:4.68
Epoch:146   Accuracy:4.04
Epoch:147   Accuracy:4.16
Epoch:148   Accuracy:3.70
Epoch:149   Accuracy:3.99
Epoch:150   Accuracy:4.33
Epoch:151   Accuracy:4.30
Epoch:152   Accuracy:4.50
Epoch:153   Accuracy:4.31
Epoch:154   Accuracy:4.72
Epoch:155   Accuracy:4.50
Epoch:156   Accuracy:4.81
Epoch:157   Accuracy:4.78
Epoch:158   Accuracy:4.65
Epoch:159   Accuracy:4.83
Epoch:160   Accuracy:4.90
Epoch:161   Accuracy:4.54
Epoch:162   Accuracy:4.47
Epoch:163   Accuracy:4.44
Epoch:164   Accuracy:4.38
Epoch:165   Accuracy:4.39
Epoch:166   Accuracy:4.86
Epoch:167   Accuracy:4.87
Epoch:168   Accuracy:5.21
Epoch:169   Accuracy:4.73
